#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Regulation of autophagy	KEGG PATHWAY	ssc04140	2	38	0.896154400253	1.0	ENSSSCG00000018045|ENSSSCG00000011575	http://www.genome.jp/kegg-bin/show_pathway?ssc04140/ssc:100525780%09red/ssc:100462749%09red
Toll-like receptor signaling pathway	KEGG PATHWAY	ssc04620	7	104	0.898695076421	1.0	ENSSSCG00000014369|ENSSSCG00000032343|ENSSSCG00000003909|ENSSSCG00000028758|ENSSSCG00000009002|ENSSSCG00000032693|ENSSSCG00000030888	http://www.genome.jp/kegg-bin/show_pathway?ssc04620/ssc:574062%09red/ssc:100037938%09red/ssc:100511937%09red/ssc:396623%09red/ssc:595129%09red/ssc:397303%09red/ssc:100515857%09red
TGF-beta signaling pathway	KEGG PATHWAY	ssc04350	5	79	0.899024558213	1.0	ENSSSCG00000004789|ENSSSCG00000000915|ENSSSCG00000010816|ENSSSCG00000005045|ENSSSCG00000037446	http://www.genome.jp/kegg-bin/show_pathway?ssc04350/ssc:100113425%09red/ssc:492313%09red/ssc:396957%09red/ssc:397084%09red/ssc:100620084%09red
Renin-angiotensin system	KEGG PATHWAY	ssc04614	1	23	0.903162143199	1.0	ENSSSCG00000017296	http://www.genome.jp/kegg-bin/show_pathway?ssc04614/ssc:613133%09red
alpha-Linolenic acid metabolism	KEGG PATHWAY	ssc00592	1	23	0.903162143199	1.0	ENSSSCG00000010291	http://www.genome.jp/kegg-bin/show_pathway?ssc00592/ssc:100152597%09red
Prolactin signaling pathway	KEGG PATHWAY	ssc04917	4	68	0.910535059251	1.0	ENSSSCG00000010969|ENSSSCG00000003909|ENSSSCG00000020927|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc04917/ssc:397429%09red/ssc:574062%09red/ssc:100511937%09red/ssc:100623908%09red
Inositol phosphate metabolism	KEGG PATHWAY	ssc00562	4	69	0.915891691928	1.0	ENSSSCG00000016192|ENSSSCG00000023749|ENSSSCG00000007058|ENSSSCG00000027550	http://www.genome.jp/kegg-bin/show_pathway?ssc00562/ssc:100627099%09red/ssc:397189%09red/ssc:397119%09red/ssc:100516581%09red
EGFR tyrosine kinase inhibitor resistance	KEGG PATHWAY	ssc01521	5	84	0.92403128866	1.0	ENSSSCG00000020725|ENSSSCG00000009134|ENSSSCG00000033327|ENSSSCG00000009565|ENSSSCG00000003909	http://www.genome.jp/kegg-bin/show_pathway?ssc01521/ssc:100519331%09red/ssc:100626465%09red/ssc:100525045%09red/ssc:100511937%09red/ssc:397083%09red
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	KEGG PATHWAY	ssc00563	1	26	0.927683487023	1.0	ENSSSCG00000001089	http://www.genome.jp/kegg-bin/show_pathway?ssc00563/ssc:100157497%09red
Phospholipase D signaling pathway	KEGG PATHWAY	ssc04072	10	148	0.928063279978	1.0	ENSSSCG00000009134|ENSSSCG00000007058|ENSSSCG00000001435|ENSSSCG00000012789|ENSSSCG00000005457|ENSSSCG00000003909|ENSSSCG00000023526|ENSSSCG00000003183|ENSSSCG00000017101|ENSSSCG00000033327	http://www.genome.jp/kegg-bin/show_pathway?ssc04072/ssc:100512581%09red/ssc:100516581%09red/ssc:397083%09red/ssc:100517503%09red/ssc:100511937%09red/ssc:100620989%09red/ssc:100516558%09red/ssc:613128%09red/ssc:100626465%09red/ssc:397462%09red
Glycosphingolipid biosynthesis - lacto and neolacto series	KEGG PATHWAY	ssc00601	1	27	0.934390743541	1.0	ENSSSCG00000038056	http://www.genome.jp/kegg-bin/show_pathway?ssc00601/ssc:100516832%09red
Ether lipid metabolism	KEGG PATHWAY	ssc00565	2	44	0.935118927066	1.0	ENSSSCG00000003302|ENSSSCG00000010291	http://www.genome.jp/kegg-bin/show_pathway?ssc00565/ssc:100514582%09red/ssc:100152597%09red
TNF signaling pathway	KEGG PATHWAY	ssc04668	7	114	0.939138149013	1.0	ENSSSCG00000001987|ENSSSCG00000017330|ENSSSCG00000003909|ENSSSCG00000013501|ENSSSCG00000032693|ENSSSCG00000030888|ENSSSCG00000000084	http://www.genome.jp/kegg-bin/show_pathway?ssc04668/ssc:574062%09red/ssc:100144302%09red/ssc:100522979%09red/ssc:100511937%09red/ssc:100153263%09red/ssc:595129%09red/ssc:100520402%09red
Chemokine signaling pathway	KEGG PATHWAY	ssc04062	12	178	0.944035515642	1.0	ENSSSCG00000038162|ENSSSCG00000003909|ENSSSCG00000007058|ENSSSCG00000024024|ENSSSCG00000032343|ENSSSCG00000030361|ENSSSCG00000040940|ENSSSCG00000008629|ENSSSCG00000017101|ENSSSCG00000014878|ENSSSCG00000039874|ENSSSCG00000035736	http://www.genome.jp/kegg-bin/show_pathway?ssc04062/ssc:100622126%09red/ssc:780407%09red/ssc:100525766%09red/ssc:100511937%09red/ssc:448797%09red/ssc:100517503%09red/ssc:100516581%09red/ssc:780409%09red/ssc:100516396%09red/ssc:100533200%09red/ssc:100515857%09red/ssc:397445%09red
NF-kappa B signaling pathway	KEGG PATHWAY	ssc04064	5	90	0.946669666252	1.0	ENSSSCG00000017330|ENSSSCG00000038162|ENSSSCG00000028758|ENSSSCG00000011131|ENSSSCG00000014369	http://www.genome.jp/kegg-bin/show_pathway?ssc04064/ssc:448797%09red/ssc:397303%09red/ssc:100520402%09red/ssc:100037938%09red/ssc:100621326%09red
Morphine addiction	KEGG PATHWAY	ssc05032	5	93	0.955524547216	1.0	ENSSSCG00000021059|ENSSSCG00000036363|ENSSSCG00000003805|ENSSSCG00000017101|ENSSSCG00000001242	http://www.genome.jp/kegg-bin/show_pathway?ssc05032/ssc:100037970%09red/ssc:100037941%09red/ssc:100517503%09red/ssc:100141417%09red/ssc:606743%09red
Signaling pathways regulating pluripotency of stem cells	KEGG PATHWAY	ssc04550	8	133	0.955810187785	1.0	ENSSSCG00000005437|ENSSSCG00000016140|ENSSSCG00000003909|ENSSSCG00000037446|ENSSSCG00000009919|ENSSSCG00000014047|ENSSSCG00000032693|ENSSSCG00000005045	http://www.genome.jp/kegg-bin/show_pathway?ssc04550/ssc:574062%09red/ssc:574067%09red/ssc:100113425%09red/ssc:100127133%09red/ssc:100511937%09red/ssc:595111%09red/ssc:100620084%09red/ssc:100519058%09red
Colorectal cancer	KEGG PATHWAY	ssc05210	3	65	0.957569418364	1.0	ENSSSCG00000010816|ENSSSCG00000003909|ENSSSCG00000030680	http://www.genome.jp/kegg-bin/show_pathway?ssc05210/ssc:100512951%09red/ssc:100511937%09red/ssc:397084%09red
RNA polymerase	KEGG PATHWAY	ssc03020	1	32	0.959674493412	1.0	ENSSSCG00000005347	http://www.genome.jp/kegg-bin/show_pathway?ssc03020/ssc:100156445%09red
Pancreatic cancer	KEGG PATHWAY	ssc05212	3	66	0.960522488049	1.0	ENSSSCG00000009134|ENSSSCG00000010816|ENSSSCG00000003909	http://www.genome.jp/kegg-bin/show_pathway?ssc05212/ssc:397083%09red/ssc:397084%09red/ssc:100511937%09red
Hepatitis B	KEGG PATHWAY	ssc05161	9	150	0.964206898025	1.0	ENSSSCG00000010816|ENSSSCG00000003514|ENSSSCG00000003909|ENSSSCG00000013501|ENSSSCG00000009002|ENSSSCG00000029578|ENSSSCG00000030888|ENSSSCG00000001565|ENSSSCG00000000084	http://www.genome.jp/kegg-bin/show_pathway?ssc05161/ssc:100623143%09red/ssc:100144302%09red/ssc:100517288%09red/ssc:100522979%09red/ssc:397084%09red/ssc:100511937%09red/ssc:396623%09red/ssc:595129%09red/ssc:100739450%09red
Retrograde endocannabinoid signaling	KEGG PATHWAY	ssc04723	5	97	0.96524395084	1.0	ENSSSCG00000007058|ENSSSCG00000003901|ENSSSCG00000024134|ENSSSCG00000032693|ENSSSCG00000017101	http://www.genome.jp/kegg-bin/show_pathway?ssc04723/ssc:100516581%09red/ssc:100233193%09red/ssc:574062%09red/ssc:100517503%09red/ssc:396949%09red
MicroRNAs in cancer	KEGG PATHWAY	ssc05206	17	250	0.965487695875	1.0	ENSSSCG00000004789|ENSSSCG00000010816|ENSSSCG00000007874|ENSSSCG00000031866|ENSSSCG00000000401|ENSSSCG00000023611|ENSSSCG00000020725|ENSSSCG00000001440|ENSSSCG00000011033|ENSSSCG00000017024|ENSSSCG00000005494|ENSSSCG00000004570|ENSSSCG00000025176|ENSSSCG00000033327|ENSSSCG00000001565|ENSSSCG00000016056|ENSSSCG00000001573	http://www.genome.jp/kegg-bin/show_pathway?ssc05206/ssc:100623143%09red/ssc:492313%09red/ssc:102158881%09red/ssc:100738224%09red/ssc:100626465%09red/ssc:445520%09red/ssc:100157844%09red/ssc:100144522%09red/ssc:397084%09red/ssc:100522394%09red/ssc:100525045%09red/ssc:396775%09red/ssc:733619%09red/ssc:595110%09red/ssc:100037999%09red/ssc:397460%09red/ssc:399525%09red
Apoptosis - multiple species	KEGG PATHWAY	ssc04215	1	34	0.966809426343	1.0	ENSSSCG00000030888	http://www.genome.jp/kegg-bin/show_pathway?ssc04215/ssc:595129%09red
Fc gamma R-mediated phagocytosis	KEGG PATHWAY	ssc04666	4	85	0.970207184622	1.0	ENSSSCG00000001959|ENSSSCG00000014878|ENSSSCG00000003909|ENSSSCG00000015720	http://www.genome.jp/kegg-bin/show_pathway?ssc04666/ssc:100511937%09red/ssc:100525766%09red/ssc:100037305%09red/ssc:497233%09red
Alcoholism	KEGG PATHWAY	ssc05034	9	154	0.970865111082	1.0	ENSSSCG00000010959|ENSSSCG00000022009|ENSSSCG00000013501|ENSSSCG00000023215|ENSSSCG00000017498|ENSSSCG00000008540|ENSSSCG00000006163|ENSSSCG00000000084|ENSSSCG00000021411	http://www.genome.jp/kegg-bin/show_pathway?ssc05034/ssc:397378%09red/ssc:100144302%09red/ssc:414909%09red/ssc:100522979%09red/ssc:100157327%09red/ssc:100519209%09red/ssc:396857%09red/ssc:100736966%09red/ssc:397408%09red
Ovarian steroidogenesis	KEGG PATHWAY	ssc04913	2	54	0.971107083841	1.0	ENSSSCG00000038221|ENSSSCG00000017101	http://www.genome.jp/kegg-bin/show_pathway?ssc04913/ssc:100517503%09red/ssc:100312973%09red
Pathways in cancer	KEGG PATHWAY	ssc05200	29	397	0.971947816423	1.0	ENSSSCG00000010816|ENSSSCG00000008629|ENSSSCG00000016140|ENSSSCG00000003909|ENSSSCG00000000443|ENSSSCG00000006328|ENSSSCG00000007058|ENSSSCG00000030680|ENSSSCG00000006556|ENSSSCG00000005457|ENSSSCG00000011377|ENSSSCG00000002829|ENSSSCG00000025652|ENSSSCG00000004207|ENSSSCG00000009134|ENSSSCG00000030095|ENSSSCG00000030888|ENSSSCG00000001565|ENSSSCG00000009545|ENSSSCG00000031970|ENSSSCG00000015555|ENSSSCG00000004425|ENSSSCG00000003376|ENSSSCG00000017101|ENSSSCG00000032170|ENSSSCG00000009045|ENSSSCG00000030820|ENSSSCG00000033327|ENSSSCG00000005045	http://www.genome.jp/kegg-bin/show_pathway?ssc05200/ssc:100521638%09red/ssc:100512581%09red/ssc:100520490%09red/ssc:100516581%09red/ssc:100514785%09red/ssc:100113425%09red/ssc:100154420%09red/ssc:595129%09red/ssc:100048953%09red/ssc:100153454%09red/ssc:100519058%09red/ssc:397391%09red/ssc:100154581%09red/ssc:101101688%09red/ssc:100625290%09red/ssc:106506693%09red/ssc:100626465%09red/ssc:100623143%09red/ssc:100512951%09red/ssc:397083%09red/ssc:100517503%09red/ssc:397084%09red/ssc:445465%09red/ssc:100624415%09red/ssc:100516377%09red/ssc:100511937%09red/ssc:100525059%09red/ssc:100620599%09red/ssc:397445%09red
Non-alcoholic fatty liver disease (NAFLD)	KEGG PATHWAY	ssc04932	9	155	0.972343772607	1.0	ENSSSCG00000014560|ENSSSCG00000010780|ENSSSCG00000039103|ENSSSCG00000036789|ENSSSCG00000003909|ENSSSCG00000009794|ENSSSCG00000016200|ENSSSCG00000027621|ENSSSCG00000000084	http://www.genome.jp/kegg-bin/show_pathway?ssc04932/ssc:100144302%09red/ssc:100511937%09red/ssc:100038031%09red/ssc:100519594%09red/ssc:397149%09red/ssc:403216%09red/ssc:100156288%09red/ssc:397660%09red/ssc:100156510%09red
Chronic myeloid leukemia	KEGG PATHWAY	ssc05220	3	71	0.972601681391	1.0	ENSSSCG00000003909|ENSSSCG00000010816|ENSSSCG00000001565	http://www.genome.jp/kegg-bin/show_pathway?ssc05220/ssc:100623143%09red/ssc:100511937%09red/ssc:397084%09red
Choline metabolism in cancer	KEGG PATHWAY	ssc05231	5	101	0.972970433968	1.0	ENSSSCG00000007043|ENSSSCG00000009134|ENSSSCG00000033327|ENSSSCG00000004041|ENSSSCG00000003909	http://www.genome.jp/kegg-bin/show_pathway?ssc05231/ssc:397083%09red/ssc:100626465%09red/ssc:397049%09red/ssc:100511937%09red/ssc:100152321%09red
mRNA surveillance pathway	KEGG PATHWAY	ssc03015	4	87	0.973984068785	1.0	ENSSSCG00000022828|ENSSSCG00000004169|ENSSSCG00000006490|ENSSSCG00000008540	http://www.genome.jp/kegg-bin/show_pathway?ssc03015/ssc:100526149%09red/ssc:100153097%09red/ssc:100158211%09red/ssc:397378%09red
Osteoclast differentiation	KEGG PATHWAY	ssc04380	8	143	0.974077126781	1.0	ENSSSCG00000010816|ENSSSCG00000032282|ENSSSCG00000017330|ENSSSCG00000003909|ENSSSCG00000032527|ENSSSCG00000032693|ENSSSCG00000010301|ENSSSCG00000009172	http://www.genome.jp/kegg-bin/show_pathway?ssc04380/ssc:574062%09red/ssc:100511937%09red/ssc:396603%09red/ssc:397084%09red/ssc:397414%09red/ssc:100623777%09red/ssc:397241%09red/ssc:100520402%09red
Hepatitis C	KEGG PATHWAY	ssc05160	7	130	0.974762560345	1.0	ENSSSCG00000009134|ENSSSCG00000003909|ENSSSCG00000007718|ENSSSCG00000032693|ENSSSCG00000038901|ENSSSCG00000001565|ENSSSCG00000020680	http://www.genome.jp/kegg-bin/show_pathway?ssc05160/ssc:733578%09red/ssc:100623143%09red/ssc:574062%09red/ssc:397083%09red/ssc:100511937%09red/ssc:100302018%09red/ssc:100302017%09red
Rheumatoid arthritis	KEGG PATHWAY	ssc05323	4	89	0.977307968876	1.0	ENSSSCG00000009002|ENSSSCG00000010816|ENSSSCG00000032282|ENSSSCG00000032343	http://www.genome.jp/kegg-bin/show_pathway?ssc05323/ssc:397414%09red/ssc:100515857%09red/ssc:397084%09red/ssc:396623%09red
DNA replication	KEGG PATHWAY	ssc03030	1	38	0.9775164016	1.0	ENSSSCG00000012979	http://www.genome.jp/kegg-bin/show_pathway?ssc03030/ssc:100517142%09red
Primary immunodeficiency	KEGG PATHWAY	ssc05340	1	39	0.979602606763	1.0	ENSSSCG00000000687	http://www.genome.jp/kegg-bin/show_pathway?ssc05340/ssc:404704%09red
Progesterone-mediated oocyte maturation	KEGG PATHWAY	ssc04914	4	91	0.980228885307	1.0	ENSSSCG00000004022|ENSSSCG00000003909|ENSSSCG00000032693|ENSSSCG00000017101	http://www.genome.jp/kegg-bin/show_pathway?ssc04914/ssc:100511937%09red/ssc:100517503%09red/ssc:574062%09red/ssc:100515286%09red
Apoptosis	KEGG PATHWAY	ssc04210	8	148	0.980337009054	1.0	ENSSSCG00000017330|ENSSSCG00000035249|ENSSSCG00000003909|ENSSSCG00000037066|ENSSSCG00000029411|ENSSSCG00000030888|ENSSSCG00000009140|ENSSSCG00000000084	http://www.genome.jp/kegg-bin/show_pathway?ssc04210/ssc:397393%09red/ssc:100144302%09red/ssc:733669%09red/ssc:100517293%09red/ssc:100511937%09red/ssc:100152997%09red/ssc:595129%09red/ssc:100520402%09red
Endocytosis	KEGG PATHWAY	ssc04144	17	265	0.981595625888	1.0	ENSSSCG00000009134|ENSSSCG00000010816|ENSSSCG00000008222|ENSSSCG00000040643|ENSSSCG00000030361|ENSSSCG00000023371|ENSSSCG00000014812|ENSSSCG00000016634|ENSSSCG00000016635|ENSSSCG00000020725|ENSSSCG00000014047|ENSSSCG00000015720|ENSSSCG00000028889|ENSSSCG00000003983|ENSSSCG00000028113|ENSSSCG00000038598|ENSSSCG00000016685	http://www.genome.jp/kegg-bin/show_pathway?ssc04144/ssc:404693%09red/ssc:100145888%09red/ssc:100152918%09red/ssc:100125375%09red/ssc:397083%09red/ssc:641358%09red/ssc:100037305%09red/ssc:397084%09red/ssc:100127133%09red/ssc:397357%09red/ssc:100624668%09red/ssc:100525045%09red/ssc:100522249%09red/ssc:100533200%09red/ssc:396853%09red/ssc:100037958%09red/ssc:100514743%09red
Inflammatory bowel disease (IBD)	KEGG PATHWAY	ssc05321	2	65	0.988451273597	1.0	ENSSSCG00000010816|ENSSSCG00000009002	http://www.genome.jp/kegg-bin/show_pathway?ssc05321/ssc:396623%09red/ssc:397084%09red
Type I diabetes mellitus	KEGG PATHWAY	ssc04940	1	45	0.988629099427	1.0	ENSSSCG00000008854	http://www.genome.jp/kegg-bin/show_pathway?ssc04940/ssc:100037304%09red
Sphingolipid metabolism	KEGG PATHWAY	ssc00600	1	45	0.988629099427	1.0	ENSSSCG00000013595	http://www.genome.jp/kegg-bin/show_pathway?ssc00600/ssc:100127167%09red
Intestinal immune network for IgA production	KEGG PATHWAY	ssc04672	1	45	0.988629099427	1.0	ENSSSCG00000017330	http://www.genome.jp/kegg-bin/show_pathway?ssc04672/ssc:100520402%09red
Phosphatidylinositol signaling system	KEGG PATHWAY	ssc04070	4	99	0.988722260661	1.0	ENSSSCG00000016192|ENSSSCG00000003909|ENSSSCG00000007058|ENSSSCG00000027550	http://www.genome.jp/kegg-bin/show_pathway?ssc04070/ssc:100627099%09red/ssc:100511937%09red/ssc:397119%09red/ssc:100516581%09red
Fc epsilon RI signaling pathway	KEGG PATHWAY	ssc04664	2	66	0.989387087392	1.0	ENSSSCG00000003909|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc04664/ssc:100511937%09red/ssc:574062%09red
RIG-I-like receptor signaling pathway	KEGG PATHWAY	ssc04622	2	69	0.991771830108	1.0	ENSSSCG00000030888|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc04622/ssc:595129%09red/ssc:574062%09red
HTLV-I infection	KEGG PATHWAY	ssc05166	15	258	0.992054606697	1.0	ENSSSCG00000010816|ENSSSCG00000015595|ENSSSCG00000024088|ENSSSCG00000016140|ENSSSCG00000003909|ENSSSCG00000000033|ENSSSCG00000003183|ENSSSCG00000001565|ENSSSCG00000017101|ENSSSCG00000029578|ENSSSCG00000010301|ENSSSCG00000017330|ENSSSCG00000009172|ENSSSCG00000033327|ENSSSCG00000000084	http://www.genome.jp/kegg-bin/show_pathway?ssc05166/ssc:100623143%09red/ssc:100144302%09red/ssc:100511937%09red/ssc:100520402%09red/ssc:100517503%09red/ssc:396603%09red/ssc:397084%09red/ssc:100156660%09red/ssc:396592%09red/ssc:397241%09red/ssc:100739450%09red/ssc:100626465%09red/ssc:100516558%09red/ssc:100738612%09red/ssc:100519058%09red
mTOR signaling pathway	KEGG PATHWAY	ssc04150	7	150	0.992350963353	1.0	ENSSSCG00000016140|ENSSSCG00000003909|ENSSSCG00000004022|ENSSSCG00000004318|ENSSSCG00000018045|ENSSSCG00000009793|ENSSSCG00000015631	http://www.genome.jp/kegg-bin/show_pathway?ssc04150/ssc:100153677%09red/ssc:100515286%09red/ssc:100188977%09red/ssc:100525780%09red/ssc:100511937%09red/ssc:100156654%09red/ssc:100519058%09red
Viral carcinogenesis	KEGG PATHWAY	ssc05203	10	193	0.992669283117	1.0	ENSSSCG00000038323|ENSSSCG00000003909|ENSSSCG00000013501|ENSSSCG00000010144|ENSSSCG00000001930|ENSSSCG00000021867|ENSSSCG00000001565|ENSSSCG00000013551|ENSSSCG00000000084|ENSSSCG00000021411	http://www.genome.jp/kegg-bin/show_pathway?ssc05203/ssc:100623143%09red/ssc:397072%09red/ssc:100158154%09red/ssc:100522979%09red/ssc:100157406%09red/ssc:100511937%09red/ssc:100157327%09red/ssc:100624088%09red/ssc:100519531%09red/ssc:100144302%09red
NOD-like receptor signaling pathway	KEGG PATHWAY	ssc04621	1	50	0.993013356382	1.0	ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc04621/ssc:574062%09red
Taste transduction	KEGG PATHWAY	ssc04742	2	72	0.993629718496	1.0	ENSSSCG00000028923|ENSSSCG00000001242	http://www.genome.jp/kegg-bin/show_pathway?ssc04742/ssc:100627971%09red/ssc:100141417%09red
Natural killer cell mediated cytotoxicity	KEGG PATHWAY	ssc04650	4	111	0.995271609539	1.0	ENSSSCG00000003909|ENSSSCG00000010301|ENSSSCG00000014878|ENSSSCG00000009172	http://www.genome.jp/kegg-bin/show_pathway?ssc04650/ssc:100511937%09red/ssc:100525766%09red/ssc:396603%09red/ssc:397241%09red
RNA degradation	KEGG PATHWAY	ssc03018	2	76	0.995480566297	1.0	ENSSSCG00000021129|ENSSSCG00000017904	http://www.genome.jp/kegg-bin/show_pathway?ssc03018/ssc:692156%09red/ssc:733601%09red
Protein processing in endoplasmic reticulum	KEGG PATHWAY	ssc04141	7	159	0.995655362694	1.0	ENSSSCG00000023235|ENSSSCG00000029411|ENSSSCG00000016722|ENSSSCG00000003155|ENSSSCG00000036724|ENSSSCG00000033323|ENSSSCG00000000084	http://www.genome.jp/kegg-bin/show_pathway?ssc04141/ssc:397393%09red/ssc:100144302%09red/ssc:100524597%09red/ssc:780419%09red/ssc:100522679%09red/ssc:100524150%09red/ssc:100519789%09red
Ras signaling pathway	KEGG PATHWAY	ssc04014	12	232	0.996121615441	1.0	ENSSSCG00000009134|ENSSSCG00000036831|ENSSSCG00000003909|ENSSSCG00000003183|ENSSSCG00000027890|ENSSSCG00000014047|ENSSSCG00000014007|ENSSSCG00000030820|ENSSSCG00000014878|ENSSSCG00000010291|ENSSSCG00000033327|ENSSSCG00000031970	http://www.genome.jp/kegg-bin/show_pathway?ssc04014/ssc:100154710%09red/ssc:100525766%09red/ssc:100518179%09red/ssc:397083%09red/ssc:100626465%09red/ssc:100521638%09red/ssc:100127133%09red/ssc:100511937%09red/ssc:100624152%09red/ssc:100516558%09red/ssc:106506693%09red/ssc:100152597%09red
Cytokine-cytokine receptor interaction	KEGG PATHWAY	ssc04060	11	225	0.997360280405	1.0	ENSSSCG00000038162|ENSSSCG00000009134|ENSSSCG00000010816|ENSSSCG00000032343|ENSSSCG00000027130|ENSSSCG00000016322|ENSSSCG00000032860|ENSSSCG00000024024|ENSSSCG00000014007|ENSSSCG00000033327|ENSSSCG00000023909	http://www.genome.jp/kegg-bin/show_pathway?ssc04060/ssc:100622126%09red/ssc:100518179%09red/ssc:100620258%09red/ssc:100217390%09red/ssc:448797%09red/ssc:397083%09red/ssc:100626465%09red/ssc:397084%09red/ssc:100515346%09red/ssc:100623402%09red/ssc:100515857%09red
Cytosolic DNA-sensing pathway	KEGG PATHWAY	ssc04623	1	61	0.997607935962	1.0	ENSSSCG00000001987	http://www.genome.jp/kegg-bin/show_pathway?ssc04623/ssc:100153263%09red
Long-term depression	KEGG PATHWAY	ssc04730	1	62	0.997830070668	1.0	ENSSSCG00000007058	http://www.genome.jp/kegg-bin/show_pathway?ssc04730/ssc:100516581%09red
Jak-STAT signaling pathway	KEGG PATHWAY	ssc04630	6	156	0.998081205723	1.0	ENSSSCG00000003909|ENSSSCG00000032860|ENSSSCG00000012699|ENSSSCG00000001565|ENSSSCG00000023909|ENSSSCG00000001573	http://www.genome.jp/kegg-bin/show_pathway?ssc04630/ssc:100623143%09red/ssc:100620258%09red/ssc:100623402%09red/ssc:100157844%09red/ssc:100511937%09red/ssc:397667%09red
Cell cycle	KEGG PATHWAY	ssc04110	4	124	0.998212299071	1.0	ENSSSCG00000035249|ENSSSCG00000010816|ENSSSCG00000001565|ENSSSCG00000037066	http://www.genome.jp/kegg-bin/show_pathway?ssc04110/ssc:100623143%09red/ssc:733669%09red/ssc:100152997%09red/ssc:397084%09red
Antigen processing and presentation	KEGG PATHWAY	ssc04612	1	67	0.998667135528	1.0	ENSSSCG00000000687	http://www.genome.jp/kegg-bin/show_pathway?ssc04612/ssc:404704%09red
Parkinson's disease	KEGG PATHWAY	ssc05012	5	145	0.998674816806	1.0	ENSSSCG00000014560|ENSSSCG00000036789|ENSSSCG00000027621|ENSSSCG00000010330|ENSSSCG00000022945	http://www.genome.jp/kegg-bin/show_pathway?ssc05012/ssc:100152612%09red/ssc:396637%09red/ssc:100038031%09red/ssc:100519594%09red/ssc:100156288%09red
Herpes simplex infection	KEGG PATHWAY	ssc05168	7	184	0.999163802677	1.0	ENSSSCG00000012278|ENSSSCG00000013551|ENSSSCG00000009002|ENSSSCG00000017983|ENSSSCG00000030888|ENSSSCG00000008540|ENSSSCG00000005512	http://www.genome.jp/kegg-bin/show_pathway?ssc05168/ssc:397378%09red/ssc:397072%09red/ssc:100620648%09red/ssc:414437%09red/ssc:396623%09red/ssc:595129%09red/ssc:100522293%09red
Measles	KEGG PATHWAY	ssc05162	4	135	0.999231431754	1.0	ENSSSCG00000003909|ENSSSCG00000011131|ENSSSCG00000009002|ENSSSCG00000013579	http://www.genome.jp/kegg-bin/show_pathway?ssc05162/ssc:100511937%09red/ssc:100170134%09red/ssc:396623%09red/ssc:100621326%09red
Oxidative phosphorylation	KEGG PATHWAY	ssc00190	4	137	0.999342005197	1.0	ENSSSCG00000014560|ENSSSCG00000036789|ENSSSCG00000027621|ENSSSCG00000010735	http://www.genome.jp/kegg-bin/show_pathway?ssc00190/ssc:100038031%09red/ssc:100156288%09red/ssc:100156052%09red/ssc:100519594%09red
Huntington's disease	KEGG PATHWAY	ssc05016	7	195	0.999607318162	1.0	ENSSSCG00000014560|ENSSSCG00000027621|ENSSSCG00000036789|ENSSSCG00000013501|ENSSSCG00000010330|ENSSSCG00000029275|ENSSSCG00000007058	http://www.genome.jp/kegg-bin/show_pathway?ssc05016/ssc:100516581%09red/ssc:100152612%09red/ssc:100519594%09red/ssc:100522979%09red/ssc:100038031%09red/ssc:397013%09red/ssc:100156288%09red
Lysosome	KEGG PATHWAY	ssc04142	3	125	0.999619331176	1.0	ENSSSCG00000017956|ENSSSCG00000032282|ENSSSCG00000007739	http://www.genome.jp/kegg-bin/show_pathway?ssc04142/ssc:397414%09red/ssc:103158530%09red/ssc:100144519%09red
Neuroactive ligand-receptor interaction	KEGG PATHWAY	ssc04080	12	279	0.999747293962	1.0	ENSSSCG00000021059|ENSSSCG00000012789|ENSSSCG00000000033|ENSSSCG00000005457|ENSSSCG00000010101|ENSSSCG00000011888|ENSSSCG00000017868|ENSSSCG00000001242|ENSSSCG00000013252|ENSSSCG00000038598|ENSSSCG00000020941|ENSSSCG00000004038	http://www.genome.jp/kegg-bin/show_pathway?ssc04080/ssc:733660%09red/ssc:100512581%09red/ssc:100519563%09red/ssc:606743%09red/ssc:100156094%09red/ssc:100515342%09red/ssc:396592%09red/ssc:100141417%09red/ssc:100522832%09red/ssc:100144442%09red/ssc:397357%09red/ssc:397462%09red
Epstein-Barr virus infection	KEGG PATHWAY	ssc05169	6	188	0.999802755166	1.0	ENSSSCG00000017330|ENSSSCG00000003909|ENSSSCG00000005852|ENSSSCG00000011033|ENSSSCG00000032693|ENSSSCG00000001565	http://www.genome.jp/kegg-bin/show_pathway?ssc05169/ssc:100623143%09red/ssc:574062%09red/ssc:100511937%09red/ssc:100522394%09red/ssc:100516719%09red/ssc:100520402%09red
Influenza A	KEGG PATHWAY	ssc05164	4	168	0.99994426661	1.0	ENSSSCG00000004038|ENSSSCG00000003909|ENSSSCG00000001817|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc05164/ssc:733660%09red/ssc:100156882%09red/ssc:574062%09red/ssc:100511937%09red
