category	over_represented_pvalue	qvalue	numDEInCat	numInCat	term	ontology	DE_id
GO:0008285	0.00210230709556563	0.0583948093807391	36	243	negative regulation of cell proliferation	BP	ENSSSCG00000002648,ENSSSCG00000009004,ENSSSCG00000010603,ENSSSCG00000000258,ENSSSCG00000022230,ENSSSCG00000001089,ENSSSCG00000000681,ENSSSCG00000005437,ENSSSCG00000007371,ENSSSCG00000016635,ENSSSCG00000040735,ENSSSCG00000036512,ENSSSCG00000005614,ENSSSCG00000016323,ENSSSCG00000017012,ENSSSCG00000031970,ENSSSCG00000035299,ENSSSCG00000030820,ENSSSCG00000010529,ENSSSCG00000017232,ENSSSCG00000011801,ENSSSCG00000010816,ENSSSCG00000025087,ENSSSCG00000005045,ENSSSCG00000016634,ENSSSCG00000002684,ENSSSCG00000021798,ENSSSCG00000038783,ENSSSCG00000002815,ENSSSCG00000012022,ENSSSCG00000034154,ENSSSCG00000016140,ENSSSCG00000001565,ENSSSCG00000003201,ENSSSCG00000030095,ENSSSCG00000011810
GO:0042803	0.00216902515125196	0.0598982577870967	66	540	protein homodimerization activity	MF	ENSSSCG00000003565,ENSSSCG00000028620,ENSSSCG00000010317,ENSSSCG00000015894,ENSSSCG00000015340,ENSSSCG00000024926,ENSSSCG00000010144,ENSSSCG00000011978,ENSSSCG00000000687,ENSSSCG00000033327,ENSSSCG00000007371,ENSSSCG00000016635,ENSSSCG00000010311,ENSSSCG00000039745,ENSSSCG00000004535,ENSSSCG00000014007,ENSSSCG00000008522,ENSSSCG00000004822,ENSSSCG00000037066,ENSSSCG00000038598,ENSSSCG00000010735,ENSSSCG00000005593,ENSSSCG00000040689,ENSSSCG00000030820,ENSSSCG00000011593,ENSSSCG00000015595,ENSSSCG00000015332,ENSSSCG00000007805,ENSSSCG00000021129,ENSSSCG00000011806,ENSSSCG00000026025,ENSSSCG00000010816,ENSSSCG00000038745,ENSSSCG00000006725,ENSSSCG00000021084,ENSSSCG00000002684,ENSSSCG00000016402,ENSSSCG00000014443,ENSSSCG00000009919,ENSSSCG00000016863,ENSSSCG00000039103,ENSSSCG00000012394,ENSSSCG00000014274,ENSSSCG00000011575,ENSSSCG00000014213,ENSSSCG00000013501,ENSSSCG00000006415,ENSSSCG00000000712,ENSSSCG00000027121,ENSSSCG00000011441,ENSSSCG00000017543,ENSSSCG00000024644,ENSSSCG00000005485,ENSSSCG00000003086,ENSSSCG00000027472,ENSSSCG00000020758,ENSSSCG00000036724,ENSSSCG00000031538,ENSSSCG00000032170,ENSSSCG00000039535,ENSSSCG00000015896,ENSSSCG00000006355,ENSSSCG00000008348,ENSSSCG00000036534,ENSSSCG00000030095,ENSSSCG00000034896
GO:0035754	0.00218052788806607	0.0598982577870967	3	4	B cell chemotaxis	BP	ENSSSCG00000022092,ENSSSCG00000032369,ENSSSCG00000009565
GO:0006508	0.00220032406112402	0.0601099518236738	55	441	proteolysis	BP	ENSSSCG00000014921,ENSSSCG00000015894,ENSSSCG00000010860,ENSSSCG00000029503,ENSSSCG00000015413,ENSSSCG00000002829,ENSSSCG00000016754,ENSSSCG00000007170,ENSSSCG00000014221,ENSSSCG00000015799,ENSSSCG00000012074,ENSSSCG00000007032,ENSSSCG00000009140,ENSSSCG00000027466,ENSSSCG00000010545,ENSSSCG00000007998,ENSSSCG00000000368,ENSSSCG00000011386,ENSSSCG00000005785,ENSSSCG00000009413,ENSSSCG00000012711,ENSSSCG00000029411,ENSSSCG00000006651,ENSSSCG00000013252,ENSSSCG00000011806,ENSSSCG00000011496,ENSSSCG00000021867,ENSSSCG00000024914,ENSSSCG00000009558,ENSSSCG00000000675,ENSSSCG00000017296,ENSSSCG00000003410,ENSSSCG00000025020,ENSSSCG00000024043,ENSSSCG00000022945,ENSSSCG00000010639,ENSSSCG00000011765,ENSSSCG00000007968,ENSSSCG00000001817,ENSSSCG00000003600,ENSSSCG00000023693,ENSSSCG00000008854,ENSSSCG00000007145,ENSSSCG00000027472,ENSSSCG00000010071,ENSSSCG00000008700,ENSSSCG00000008723,ENSSSCG00000009138,ENSSSCG00000026425,ENSSSCG00000015896,ENSSSCG00000012584,ENSSSCG00000017164,ENSSSCG00000006533,ENSSSCG00000026067,ENSSSCG00000004038
GO:0005504	0.00222267940926941	0.0601943514798952	4	8	fatty acid binding	MF	ENSSSCG00000007371,ENSSSCG00000008214,ENSSSCG00000008948,ENSSSCG00000040681
GO:0004303	0.00222762684479097	0.0601943514798952	3	5	estradiol 17-beta-dehydrogenase activity	MF	ENSSSCG00000003138,ENSSSCG00000017690,ENSSSCG00000038221
GO:0004866	0.00228641711676085	0.061350933513479	6	17	endopeptidase inhibitor activity	MF	ENSSSCG00000000660,ENSSSCG00000013551,ENSSSCG00000024402,ENSSSCG00000021328,ENSSSCG00000013665,ENSSSCG00000005512
GO:0008152	0.00229510732773675	0.061350933513479	42	307	metabolic process	BP	ENSSSCG00000002623,ENSSSCG00000009405,ENSSSCG00000039276,ENSSSCG00000028996,ENSSSCG00000009889,ENSSSCG00000001435,ENSSSCG00000011477,ENSSSCG00000036274,ENSSSCG00000028115,ENSSSCG00000040980,ENSSSCG00000003139,ENSSSCG00000031174,ENSSSCG00000011437,ENSSSCG00000016720,ENSSSCG00000004822,ENSSSCG00000007858,ENSSSCG00000029944,ENSSSCG00000029945,ENSSSCG00000023235,ENSSSCG00000003018,ENSSSCG00000012841,ENSSSCG00000032003,ENSSSCG00000022738,ENSSSCG00000011133,ENSSSCG00000022351,ENSSSCG00000016863,ENSSSCG00000013729,ENSSSCG00000001090,ENSSSCG00000031789,ENSSSCG00000040296,ENSSSCG00000007739,ENSSSCG00000015784,ENSSSCG00000034442,ENSSSCG00000004510,ENSSSCG00000018041,ENSSSCG00000030033,ENSSSCG00000024752,ENSSSCG00000008935,ENSSSCG00000011119,ENSSSCG00000004643,ENSSSCG00000036808,ENSSSCG00000027926
GO:0031672	0.00232247292895076	0.0617504566991613	4	8	A band	CC	ENSSSCG00000011508,ENSSSCG00000011286,ENSSSCG00000029441,ENSSSCG00000011325
GO:0005977	0.00238435707543532	0.0630586349950236	7	21	glycogen metabolic process	BP	ENSSSCG00000002844,ENSSSCG00000022797,ENSSSCG00000008540,ENSSSCG00000015105,ENSSSCG00000012411,ENSSSCG00000033214,ENSSSCG00000036449
GO:0005811	0.0024180930105765	0.063612478563949	10	44	lipid droplet	CC	ENSSSCG00000004578,ENSSSCG00000001844,ENSSSCG00000009225,ENSSSCG00000013512,ENSSSCG00000001989,ENSSSCG00000038954,ENSSSCG00000003018,ENSSSCG00000012841,ENSSSCG00000010258,ENSSSCG00000024644
GO:0031994	0.002438979261114	0.0638242362434674	4	8	insulin-like growth factor I binding	MF	ENSSSCG00000035392,ENSSSCG00000038783,ENSSSCG00000025924,ENSSSCG00000016728
GO:0007015	0.00245470137266238	0.0638993467271065	15	79	actin filament organization	BP	ENSSSCG00000011508,ENSSSCG00000016605,ENSSSCG00000035038,ENSSSCG00000040643,ENSSSCG00000010494,ENSSSCG00000015796,ENSSSCG00000003218,ENSSSCG00000005316,ENSSSCG00000003693,ENSSSCG00000030681,ENSSSCG00000028052,ENSSSCG00000000866,ENSSSCG00000001959,ENSSSCG00000015747,ENSSSCG00000006631
GO:0070836	0.00255001480119268	0.0657393587522758	3	4	caveola assembly	BP	ENSSSCG00000040643,ENSSSCG00000016635,ENSSSCG00000016634
GO:0048306	0.00255391203995818	0.0657393587522758	9	38	calcium-dependent protein binding	MF	ENSSSCG00000004578,ENSSSCG00000000660,ENSSSCG00000011806,ENSSSCG00000031903,ENSSSCG00000021084,ENSSSCG00000003410,ENSSSCG00000028889,ENSSSCG00000011441,ENSSSCG00000005267
GO:0006956	0.00256505140747013	0.0657393587522758	4	7	complement activation	BP	ENSSSCG00000003835,ENSSSCG00000013551,ENSSSCG00000005512,ENSSSCG00000024914
GO:0004806	0.00262969922990093	0.0670505875439354	5	13	triglyceride lipase activity	MF	ENSSSCG00000031367,ENSSSCG00000003018,ENSSSCG00000012841,ENSSSCG00000004596,ENSSSCG00000040631
GO:0034190	0.00264745141245164	0.067158818483212	2	2	apolipoprotein receptor binding	MF	ENSSSCG00000025020,ENSSSCG00000006355
GO:0042738	0.00272205123250034	0.0682155376207465	3	4	exogenous drug catabolic process	BP	ENSSSCG00000001901,ENSSSCG00000011890,ENSSSCG00000003006
GO:0071230	0.00272719335339049	0.0682155376207465	10	42	cellular response to amino acid stimulus	BP	ENSSSCG00000002829,ENSSSCG00000010603,ENSSSCG00000036135,ENSSSCG00000010959,ENSSSCG00000016034,ENSSSCG00000016035,ENSSSCG00000029411,ENSSSCG00000004318,ENSSSCG00000003603,ENSSSCG00000015326
GO:0015020	0.00273026789753189	0.0682155376207465	5	14	glucuronosyltransferase activity	MF	ENSSSCG00000039276,ENSSSCG00000036274,ENSSSCG00000040980,ENSSSCG00000034442,ENSSSCG00000008935
GO:0051258	0.00284470116893156	0.0707192710596386	4	9	protein polymerization	BP	ENSSSCG00000008998,ENSSSCG00000006390,ENSSSCG00000008997,ENSSSCG00000024314
GO:0031232	0.00293105465557939	0.0723556277074976	3	4	extrinsic component of external side of plasma membrane	CC	ENSSSCG00000011640,ENSSSCG00000005267,ENSSSCG00000004038
GO:0006526	0.00293962928336977	0.0723556277074976	3	4	arginine biosynthetic process	BP	ENSSSCG00000024179,ENSSSCG00000016159,ENSSSCG00000005701
GO:0070061	0.00295509239500612	0.0723779280195588	3	4	fructose binding	MF	ENSSSCG00000021129,ENSSSCG00000038300,ENSSSCG00000032556
GO:0055088	0.0029988577736996	0.0730898080923255	6	19	lipid homeostasis	BP	ENSSSCG00000007371,ENSSSCG00000040689,ENSSSCG00000012841,ENSSSCG00000024520,ENSSSCG00000003819,ENSSSCG00000017932
GO:0016705	0.00302445144936383	0.073354012713351	13	66	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	MF	ENSSSCG00000007463,ENSSSCG00000016199,ENSSSCG00000023320,ENSSSCG00000000681,ENSSSCG00000000046,ENSSSCG00000003891,ENSSSCG00000010546,ENSSSCG00000001901,ENSSSCG00000022092,ENSSSCG00000010780,ENSSSCG00000010488,ENSSSCG00000024537,ENSSSCG00000003006
GO:0010989	0.00310517458628779	0.0749462526360336	2	2	negative regulation of low-density lipoprotein particle clearance	BP	ENSSSCG00000015069,ENSSSCG00000025020
GO:0006695	0.00312965602728172	0.0751722210997328	6	17	cholesterol biosynthetic process	BP	ENSSSCG00000027525,ENSSSCG00000015067,ENSSSCG00000032768,ENSSSCG00000009931,ENSSSCG00000006535,ENSSSCG00000036808
GO:0048741	0.00316271391969079	0.0754408459639131	6	19	skeletal muscle fiber development	BP	ENSSSCG00000011508,ENSSSCG00000011286,ENSSSCG00000016635,ENSSSCG00000010190,ENSSSCG00000009172,ENSSSCG00000029471
GO:0042908	0.00317118600290785	0.0754408459639131	3	4	xenobiotic transport	BP	ENSSSCG00000007873,ENSSSCG00000007874,ENSSSCG00000011890
GO:0008525	0.00321917790454822	0.0758456307158955	3	5	phosphatidylcholine transporter activity	MF	ENSSSCG00000024520,ENSSSCG00000007435,ENSSSCG00000017608
GO:0004029	0.00321922328405684	0.0758456307158955	5	12	aldehyde dehydrogenase (NAD) activity	MF	ENSSSCG00000028996,ENSSSCG00000009889,ENSSSCG00000004822,ENSSSCG00000018041,ENSSSCG00000024752
GO:0034362	0.00323396494605186	0.0758456307158955	3	5	low-density lipoprotein particle	CC	ENSSSCG00000001411,ENSSSCG00000008595,ENSSSCG00000003086
GO:0042246	0.00325087878142766	0.0758843629167059	3	4	tissue regeneration	BP	ENSSSCG00000015067,ENSSSCG00000011831,ENSSSCG00000004038
GO:0005506	0.00331870035866439	0.0771055055293427	20	133	iron ion binding	MF	ENSSSCG00000007463,ENSSSCG00000016199,ENSSSCG00000023320,ENSSSCG00000000681,ENSSSCG00000000856,ENSSSCG00000000046,ENSSSCG00000003891,ENSSSCG00000008522,ENSSSCG00000010546,ENSSSCG00000001901,ENSSSCG00000022092,ENSSSCG00000015356,ENSSSCG00000014219,ENSSSCG00000023749,ENSSSCG00000010780,ENSSSCG00000013337,ENSSSCG00000010488,ENSSSCG00000008857,ENSSSCG00000024537,ENSSSCG00000003006
GO:0014850	0.00333731610000497	0.0771773751126731	4	8	response to muscle activity	BP	ENSSSCG00000033735,ENSSSCG00000010142,ENSSSCG00000017137,ENSSSCG00000029275
GO:0006706	0.00335767865568004	0.0772887883150055	2	2	steroid catabolic process	BP	ENSSSCG00000003138,ENSSSCG00000001901
GO:0035634	0.00344205385518908	0.0788658606820282	3	5	response to stilbenoid	BP	ENSSSCG00000037358,ENSSSCG00000040689,ENSSSCG00000024644
GO:0010880	0.00348024830695708	0.0793752045054615	4	9	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	BP	ENSSSCG00000006390,ENSSSCG00000003156,ENSSSCG00000017996,ENSSSCG00000027613
GO:0048662	0.00350313676393956	0.0795324017822259	6	18	negative regulation of smooth muscle cell proliferation	BP	ENSSSCG00000039745,ENSSSCG00000038783,ENSSSCG00000039103,ENSSSCG00000025924,ENSSSCG00000031538,ENSSSCG00000011831
GO:0001938	0.00356302886147478	0.0801633690144934	10	44	positive regulation of endothelial cell proliferation	BP	ENSSSCG00000033327,ENSSSCG00000016635,ENSSSCG00000013514,ENSSSCG00000014007,ENSSSCG00000005045,ENSSSCG00000002684,ENSSSCG00000014117,ENSSSCG00000039874,ENSSSCG00000031538,ENSSSCG00000022447
GO:0046470	0.00357177093572472	0.0801633690144934	4	9	phosphatidylcholine metabolic process	BP	ENSSSCG00000015067,ENSSSCG00000040689,ENSSSCG00000015332,ENSSSCG00000028350
GO:0016758	0.00357929765108961	0.0801633690144934	6	20	transferase activity, transferring hexosyl groups	MF	ENSSSCG00000039276,ENSSSCG00000036274,ENSSSCG00000040980,ENSSSCG00000034442,ENSSSCG00000021319,ENSSSCG00000008935
GO:0035329	0.00360111841771941	0.0802904070533673	6	18	hippo signaling	BP	ENSSSCG00000025568,ENSSSCG00000030820,ENSSSCG00000029189,ENSSSCG00000013399,ENSSSCG00000000736,ENSSSCG00000014960
GO:0015245	0.0036958751400105	0.0820352285541617	3	4	fatty acid transmembrane transporter activity	MF	ENSSSCG00000031449,ENSSSCG00000003669,ENSSSCG00000004643
GO:0016504	0.00375193220370872	0.0829093640748434	4	8	peptidase activator activity	MF	ENSSSCG00000015413,ENSSSCG00000027466,ENSSSCG00000011683,ENSSSCG00000016634
GO:0005528	0.00381644162490196	0.0837105664196122	4	10	FK506 binding	MF	ENSSSCG00000000180,ENSSSCG00000017422,ENSSSCG00000021250,ENSSSCG00000001549
GO:0014898	0.00383782444760304	0.0837105664196122	5	13	cardiac muscle hypertrophy in response to stress	BP	ENSSSCG00000017500,ENSSSCG00000009172,ENSSSCG00000002029,ENSSSCG00000034386,ENSSSCG00000014149
GO:0034370	0.00383869854056146	0.0837105664196122	2	2	triglyceride-rich lipoprotein particle remodeling	BP	ENSSSCG00000015067,ENSSSCG00000006355
GO:0010739	0.00398348766012477	0.0856414317924656	4	10	positive regulation of protein kinase A signaling	BP	ENSSSCG00000013370,ENSSSCG00000038598,ENSSSCG00000039103,ENSSSCG00000032320
GO:0030133	0.00398383891242065	0.0856414317924656	7	23	transport vesicle	CC	ENSSSCG00000011195,ENSSSCG00000016635,ENSSSCG00000036512,ENSSSCG00000014047,ENSSSCG00000025531,ENSSSCG00000030827,ENSSSCG00000036494
GO:0030240	0.00399347634187982	0.0856414317924656	3	5	skeletal muscle thin filament assembly	BP	ENSSSCG00000011508,ENSSSCG00000010190,ENSSSCG00000017500
GO:0003300	0.00399614082378359	0.0856414317924656	3	5	cardiac muscle hypertrophy	BP	ENSSSCG00000010142,ENSSSCG00000017500,ENSSSCG00000013354
GO:0001953	0.00403174167722112	0.086033560597182	5	13	negative regulation of cell-matrix adhesion	BP	ENSSSCG00000004789,ENSSSCG00000035066,ENSSSCG00000016701,ENSSSCG00000006533,ENSSSCG00000011810
GO:0055010	0.00415433744093804	0.0882707938305295	6	20	ventricular cardiac muscle tissue morphogenesis	BP	ENSSSCG00000011325,ENSSSCG00000004570,ENSSSCG00000011441,ENSSSCG00000039710,ENSSSCG00000002029,ENSSSCG00000024061
GO:0030195	0.00419697957750807	0.0887973721675324	4	9	negative regulation of blood coagulation	BP	ENSSSCG00000007115,ENSSSCG00000011802,ENSSSCG00000040910,ENSSSCG00000023693
GO:0005516	0.00424495441104218	0.0894318361512784	15	81	calmodulin binding	MF	ENSSSCG00000010142,ENSSSCG00000014088,ENSSSCG00000002844,ENSSSCG00000007744,ENSSSCG00000010311,ENSSSCG00000018003,ENSSSCG00000012411,ENSSSCG00000010301,ENSSSCG00000013583,ENSSSCG00000014443,ENSSSCG00000014213,ENSSSCG00000009172,ENSSSCG00000002029,ENSSSCG00000039535,ENSSSCG00000013614
GO:0005539	0.00433924176002564	0.0907860301188007	6	18	glycosaminoglycan binding	MF	ENSSSCG00000011959,ENSSSCG00000000915,ENSSSCG00000010283,ENSSSCG00000007039,ENSSSCG00000016848,ENSSSCG00000011928
GO:0006567	0.00434575124060229	0.0907860301188007	2	2	threonine catabolic process	BP	ENSSSCG00000029945,ENSSSCG00000021767
GO:0097202	0.00442232675550612	0.0919991992819097	4	9	activation of cysteine-type endopeptidase activity	BP	ENSSSCG00000001989,ENSSSCG00000030888,ENSSSCG00000025087,ENSSSCG00000038420
GO:0006559	0.00445072194901406	0.0921872179190884	2	2	L-phenylalanine catabolic process	BP	ENSSSCG00000000856,ENSSSCG00000021227
GO:1902109	0.004486854185053	0.0921872179190884	2	2	negative regulation of mitochondrial membrane permeability involved in apoptotic process	BP	ENSSSCG00000040125,ENSSSCG00000004510
GO:0010659	0.00448698848278749	0.0921872179190884	2	2	cardiac muscle cell apoptotic process	BP	ENSSSCG00000040125,ENSSSCG00000004022
GO:0001867	0.00454657572484115	0.0930270555716469	3	5	complement activation, lectin pathway	BP	ENSSSCG00000024252,ENSSSCG00000011806,ENSSSCG00000003410
GO:0035914	0.00461161818755803	0.0939711706087644	10	45	skeletal muscle cell differentiation	BP	ENSSSCG00000030165,ENSSSCG00000007231,ENSSSCG00000002467,ENSSSCG00000015595,ENSSSCG00000010522,ENSSSCG00000008215,ENSSSCG00000026533,ENSSSCG00000033049,ENSSSCG00000010461,ENSSSCG00000014149
GO:0015137	0.0046403562083458	0.0941708206852871	2	2	citrate transmembrane transporter activity	MF	ENSSSCG00000010116,ENSSSCG00000017888
GO:0001725	0.00466806780652488	0.0943481021709012	10	42	stress fiber	CC	ENSSSCG00000003465,ENSSSCG00000040507,ENSSSCG00000010190,ENSSSCG00000026116,ENSSSCG00000014274,ENSSSCG00000002029,ENSSSCG00000009111,ENSSSCG00000015917,ENSSSCG00000003644,ENSSSCG00000006556
GO:0070208	0.00475345253427294	0.0953942355472104	4	8	protein heterotrimerization	BP	ENSSSCG00000028022,ENSSSCG00000036135,ENSSSCG00000039103,ENSSSCG00000015326
GO:0050660	0.00475820000315933	0.0953942355472104	12	56	flavin adenine dinucleotide binding	MF	ENSSSCG00000027525,ENSSSCG00000006702,ENSSSCG00000011477,ENSSSCG00000011456,ENSSSCG00000008522,ENSSSCG00000025686,ENSSSCG00000015844,ENSSSCG00000005970,ENSSSCG00000013729,ENSSSCG00000009667,ENSSSCG00000010258,ENSSSCG00000023472
GO:1990667	0.00482408612159189	0.0962260656119966	2	2	PCSK9-AnxA2 complex	CC	ENSSSCG00000004578,ENSSSCG00000025020
GO:0019265	0.00483839831114223	0.0962260656119966	2	2	glycine biosynthetic process, by transamination of glyoxylate	BP	ENSSSCG00000016402,ENSSSCG00000016829
GO:1904646	0.00487243913910362	0.0965170015921243	5	13	cellular response to amyloid-beta	BP	ENSSSCG00000017510,ENSSSCG00000038598,ENSSSCG00000007039,ENSSSCG00000015402,ENSSSCG00000012022
GO:0031014	0.00490638061615246	0.096803668347262	2	3	troponin T binding	MF	ENSSSCG00000033260,ENSSSCG00000011441
GO:0051491	0.00495507067051131	0.0973779105683092	6	18	positive regulation of filopodium assembly	BP	ENSSSCG00000010603,ENSSSCG00000003374,ENSSSCG00000036549,ENSSSCG00000039575,ENSSSCG00000031261,ENSSSCG00000038162
GO:0032387	0.00506946139538991	0.099233708889286	2	2	negative regulation of intracellular transport	BP	ENSSSCG00000036724,ENSSSCG00000016974
GO:0042056	0.00524614270206484	0.102095543542688	6	23	chemoattractant activity	MF	ENSSSCG00000040940,ENSSSCG00000013370,ENSSSCG00000033327,ENSSSCG00000037358,ENSSSCG00000005045,ENSSSCG00000029324
GO:0010916	0.00525672951466775	0.102095543542688	2	3	negative regulation of very-low-density lipoprotein particle clearance	BP	ENSSSCG00000015069,ENSSSCG00000003086
GO:0032233	0.00531355561553077	0.102797659612525	4	9	positive regulation of actin filament bundle assembly	BP	ENSSSCG00000010303,ENSSSCG00000030260,ENSSSCG00000009111,ENSSSCG00000008348
GO:0016209	0.00536971266731899	0.103481439464767	5	16	antioxidant activity	MF	ENSSSCG00000001411,ENSSSCG00000002749,ENSSSCG00000040689,ENSSSCG00000026554,ENSSSCG00000008214
GO:0006816	0.0054805832536272	0.10521027002716	15	81	calcium ion transport	BP	ENSSSCG00000010860,ENSSSCG00000024784,ENSSSCG00000010142,ENSSSCG00000023084,ENSSSCG00000010311,ENSSSCG00000008041,ENSSSCG00000003257,ENSSSCG00000007805,ENSSSCG00000016634,ENSSSCG00000015402,ENSSSCG00000014443,ENSSSCG00000022672,ENSSSCG00000009172,ENSSSCG00000034386,ENSSSCG00000017271
GO:0010133	0.00550981963924685	0.105303827143472	2	2	proline catabolic process to glutamate	BP	ENSSSCG00000002913,ENSSSCG00000024752
GO:0006570	0.00552781554393529	0.105303827143472	2	2	tyrosine metabolic process	BP	ENSSSCG00000004093,ENSSSCG00000021227
GO:0030868	0.00568286120374949	0.107844221011612	2	2	smooth endoplasmic reticulum membrane	CC	ENSSSCG00000012625,ENSSSCG00000027926
GO:0019834	0.00581944764564279	0.109820289655916	2	2	phospholipase A2 inhibitor activity	MF	ENSSSCG00000004578,ENSSSCG00000005267
GO:0070080	0.00584116758521726	0.109820289655916	2	2	titin Z domain binding	MF	ENSSSCG00000010144,ENSSSCG00000017500
GO:1900747	0.00585325357176544	0.109820289655916	3	5	negative regulation of vascular endothelial growth factor signaling pathway	BP	ENSSSCG00000000915,ENSSSCG00000008522,ENSSSCG00000011801
GO:0048048	0.0060970466818414	0.113816163990932	4	9	embryonic eye morphogenesis	BP	ENSSSCG00000000258,ENSSSCG00000004822,ENSSSCG00000008397,ENSSSCG00000004658
GO:0006601	0.00611201041544225	0.113816163990932	2	2	creatine biosynthetic process	BP	ENSSSCG00000023142,ENSSSCG00000004672
GO:0007597	0.00615941834018614	0.114270999953006	2	2	blood coagulation, intrinsic pathway	BP	ENSSSCG00000015799,ENSSSCG00000040910
GO:0019287	0.00621625820720621	0.114896787383752	2	2	isopentenyl diphosphate biosynthetic process, mevalonate pathway	BP	ENSSSCG00000009931,ENSSSCG00000006535
GO:0004869	0.00631577925051821	0.116303905309543	5	22	cysteine-type endopeptidase inhibitor activity	MF	ENSSSCG00000011799,ENSSSCG00000011800,ENSSSCG00000011801,ENSSSCG00000011802,ENSSSCG00000012960
GO:0032804	0.00636124539121846	0.116708900683167	2	2	negative regulation of low-density lipoprotein particle receptor catabolic process	BP	ENSSSCG00000004578,ENSSSCG00000001817
GO:0055090	0.00651747024343098	0.117255502551049	2	2	acylglycerol homeostasis	BP	ENSSSCG00000015067,ENSSSCG00000003819
GO:0010906	0.00653043703987329	0.117255502551049	5	15	regulation of glucose metabolic process	BP	ENSSSCG00000015334,ENSSSCG00000009937,ENSSSCG00000038783,ENSSSCG00000039103,ENSSSCG00000025924
GO:0005986	0.00653861960289826	0.117255502551049	2	2	sucrose biosynthetic process	BP	ENSSSCG00000031174,ENSSSCG00000010947
GO:0042132	0.00653861960289826	0.117255502551049	2	2	fructose 1,6-bisphosphate 1-phosphatase activity	MF	ENSSSCG00000031174,ENSSSCG00000010947
GO:0019008	0.00654013073279267	0.117255502551049	2	2	molybdopterin synthase complex	CC	ENSSSCG00000001596,ENSSSCG00000016888
